text,labels,multi_hot
The team won the championship after a close match. - witness report,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
They want to control your thoughts with lies. (full story),"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
City council approved a new zoning regulation.,[],"[0, 0, 0, 0]"
Those who speak against us are enemies of progress. - experts claim,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Join the resistance and reclaim our future. (full story),"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
"We are the majority, and we must act now.","[""emotional_framing""]","[1, 0, 0, 0]"
Look how they twist facts to confuse the people.,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
An educational fair will be held downtown this weekend. - unconfirmed,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
A new species of fish has been discovered in the Pacific.,[],"[0, 0, 0, 0]"
The media is run by traitors hiding the truth.,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
A rare astronomical event will be visible tonight. - witness report,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
They want to control your thoughts with lies. - witness report,"[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
History will remember this moment as our victory. - unconfirmed,"[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
The library introduced a new digital lending system. - experts claim,"[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
Let’s silence the lies with our unity. - report says,"[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
They’ll destroy everything unless we stop them.,"[""emotional_framing""]","[1, 0, 0, 0]"
The book has topped bestseller charts for the third week. - witness report,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Public schools will start offering free meals next term. (details inside),[],"[0, 0, 0, 0]"
"Researchers published findings on the new vaccine trial., say sources","[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
"The concert has been postponed to next Friday., say sources","[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Our leader has never been wrong. Trust him. (details inside),"[""absolutist_language"", ""propaganda_style_language""]","[0, 1, 0, 1]"
No real citizen would oppose this measure. - breaking news,"[""absolutist_language"", ""emotional_framing"", ""propaganda_style_language""]","[1, 1, 0, 1]"
Only a true patriot would support this plan. - witness report,"[""absolutist_language"", ""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 1, 1, 1]"
The concert has been postponed to next Friday.,[],"[0, 0, 0, 0]"
They’ll destroy everything unless we stop them. - report says,"[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
Their lies have gone unchallenged for too long.,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
The team won the championship after a close match.,[],"[0, 0, 0, 0]"
Volunteers helped clean up the beach on Saturday.,"[""emotional_framing""]","[1, 0, 0, 0]"
Researchers published findings on the new vaccine trial.,[],"[0, 0, 0, 0]"
They want to control your thoughts with lies.,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
Those who speak against us are enemies of progress. - breaking news,"[""emotional_framing""]","[1, 0, 0, 0]"
Join the resistance and reclaim our future.,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
Only a true patriot would support this plan. (full story),"[""absolutist_language"", ""emotional_framing"", ""propaganda_style_language""]","[1, 1, 0, 1]"
He is the savior our nation has been waiting for. (full story),"[""emotional_framing""]","[1, 0, 0, 0]"
Sales increased by 5% compared to last quarter.,"[""emotional_framing""]","[1, 0, 0, 0]"
The concert has been postponed to next Friday. - unconfirmed,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
History will remember this moment as our victory.,"[""emotional_framing""]","[1, 0, 0, 0]"
History will remember this moment as our victory. (details inside),"[""emotional_framing""]","[1, 0, 0, 0]"
The library introduced a new digital lending system. (details inside),[],"[0, 0, 0, 0]"
They want to control your thoughts with lies.,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
Temperatures are expected to drop over the weekend.!,"[""emotional_framing""]","[1, 0, 0, 0]"
Sales increased by 5% compared to last quarter.,[],"[0, 0, 0, 0]"
The wildlife reserve reported an increase in bird species.,[],"[0, 0, 0, 0]"
Stand up for your country or watch it fall. - experts claim,"[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
They’ll destroy everything unless we stop them. - report says,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
They want to control your thoughts with lies. - witness report,"[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
The art exhibit opened to positive reviews from critics. (full story),[],"[0, 0, 0, 0]"
Their lies have gone unchallenged for too long.!,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
Researchers published findings on the new vaccine trial. (full story),[],"[0, 0, 0, 0]"
"Those who speak against us are enemies of progress., say sources","[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Only a true patriot would support this plan. - experts claim,"[""absolutist_language"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[0, 1, 1, 1]"
Public schools will start offering free meals next term. - experts claim,"[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
The latest smartphone model features improved battery life.,"[""emotional_framing""]","[1, 0, 0, 0]"
Volunteers helped clean up the beach on Saturday. - unconfirmed,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Don't be fooled by foreign propaganda machines. - unconfirmed,"[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
True strength lies in unity under one vision. - experts claim,"[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
"The media is run by traitors hiding the truth., say sources","[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
The latest smartphone model features improved battery life. - report says,"[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
Only a true patriot would support this plan. - experts claim,"[""absolutist_language"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[0, 1, 1, 1]"
A software update is now available for all users.!,"[""emotional_framing""]","[1, 0, 0, 0]"
Researchers published findings on the new vaccine trial. - witness report,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
"The art exhibit opened to positive reviews from critics., say sources","[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
The art exhibit opened to positive reviews from critics. - witness report,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
No real citizen would oppose this measure. - experts claim,"[""absolutist_language"", ""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 1, 1, 1]"
This is our last chance to defend our values. - report says,"[""absolutist_language"", ""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 1, 1, 1]"
They want to control your thoughts with lies. (full story),"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
Don't be fooled by foreign propaganda machines. - witness report,"[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
He is the savior our nation has been waiting for. (full story),"[""emotional_framing""]","[1, 0, 0, 0]"
Temperatures are expected to drop over the weekend. (details inside),"[""emotional_framing""]","[1, 0, 0, 0]"
The wildlife reserve reported an increase in bird species. - witness report,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
The book has topped bestseller charts for the third week. (full story),"[""emotional_framing""]","[1, 0, 0, 0]"
They’ll destroy everything unless we stop them. (details inside),"[""emotional_framing""]","[1, 0, 0, 0]"
No real citizen would oppose this measure.,"[""absolutist_language"", ""emotional_framing"", ""propaganda_style_language""]","[1, 1, 0, 1]"
"If we don’t act now, our children will suffer. - witness report","[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
True strength lies in unity under one vision. (details inside),"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
Temperatures are expected to drop over the weekend. (details inside),"[""emotional_framing""]","[1, 0, 0, 0]"
Their lies have gone unchallenged for too long.,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
An educational fair will be held downtown this weekend.,[],"[0, 0, 0, 0]"
The library introduced a new digital lending system. (full story),[],"[0, 0, 0, 0]"
Join the resistance and reclaim our future.,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
A rare astronomical event will be visible tonight. - unconfirmed,"[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
They’ll destroy everything unless we stop them. (details inside),"[""emotional_framing""]","[1, 0, 0, 0]"
A rare astronomical event will be visible tonight. - breaking news,"[""emotional_framing""]","[1, 0, 0, 0]"
They want to control your thoughts with lies.!,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
"The wildlife reserve reported an increase in bird species., say sources","[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
A new species of fish has been discovered in the Pacific. - report says,"[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
Don't be fooled by foreign propaganda machines.,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
The media is run by traitors hiding the truth. (details inside),"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
A new species of fish has been discovered in the Pacific. - witness report,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Everyone knows the real agenda behind this move.,"[""absolutist_language"", ""propaganda_style_language""]","[0, 1, 0, 1]"
Stand up for your country or watch it fall. - report says,"[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
The team won the championship after a close match. - experts claim,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Everyone knows the real agenda behind this move. - breaking news,"[""absolutist_language"", ""emotional_framing"", ""propaganda_style_language""]","[1, 1, 0, 1]"
City council approved a new zoning regulation. - report says,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
A software update is now available for all users.,[],"[0, 0, 0, 0]"
Our leader has never been wrong. Trust him. - witness report,"[""absolutist_language"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[0, 1, 1, 1]"
A software update is now available for all users.!,"[""emotional_framing""]","[1, 0, 0, 0]"
This is our last chance to defend our values.,"[""absolutist_language"", ""emotional_framing"", ""propaganda_style_language""]","[1, 1, 0, 1]"
Those who speak against us are enemies of progress. - unconfirmed,"[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
Only a true patriot would support this plan.!,"[""absolutist_language"", ""emotional_framing"", ""propaganda_style_language""]","[1, 1, 0, 1]"
The concert has been postponed to next Friday. - witness report,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
A software update is now available for all users. - breaking news,"[""emotional_framing""]","[1, 0, 0, 0]"
The wildlife reserve reported an increase in bird species.,"[""emotional_framing""]","[1, 0, 0, 0]"
The team won the championship after a close match.,[],"[0, 0, 0, 0]"
No real citizen would oppose this measure. (details inside),"[""absolutist_language"", ""propaganda_style_language""]","[0, 1, 0, 1]"
The book has topped bestseller charts for the third week.,[],"[0, 0, 0, 0]"
History will remember this moment as our victory. - report says,"[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
The media is run by traitors hiding the truth. - breaking news,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
A new species of fish has been discovered in the Pacific.,[],"[0, 0, 0, 0]"
Public schools will start offering free meals next term. - unconfirmed,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Join the resistance and reclaim our future.,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
